Ref.;Descripción;Subtotal;IGV;category;precio;categoria padre
330;Galletas MARQUESITAS Sabor a Vainilla Paquete 42g;0.85;18;Galletas;1;Dulcería
331;Galletas MARQUESITAS Sabor a Naranja Paquete 42g;0.85;18;Galletas;1;Dulcería
332;Bebida Instantánea en Polvo ZUKO Chicha Morada Sobre 15g;1.02;18;Refrescos;1.2;Abarrotes
333;Galletas MARQUESITAS Sabor a Coco Paquete 42g;0.85;18;Galletas;1;Dulcería
334;Galletas CHOMP Sabor a Chocolate Paquete 38g;0.85;18;Galletas;1;Dulcería
335;Galletas TENTACIÓN con Sabor a Vainilla Paquete 45g;0.85;18;Galletas;1;Dulcería
336;Galletas CHOMP Sabor a Naranja Paquete 38g;0.85;18;Galletas;1;Dulcería
337;Galletas TENTACIÓN con Sabor a Chocolate Paquete 45g;0.85;18;Galletas;1;Dulcería
338;Galletas TENTACIÓN con Sabor a Coco Paquete 45g;0.85;18;Galletas;1;Dulcería
339;Galletas TENTACIÓN con Sabor a Naranja Paquete 45g;0.85;18;Galletas;1;Dulcería
340;Galletas CHOCO BUM Sabor a Chocolate Bolsa 33.5g;0.85;18;Galletas;1;Dulcería
341;Wafer COSTA Tuyo Paquete 22g;0.68;18;Wafers y Barquillos;0.8;Dulcería
343;Wafer Cuadrado NIK Relleno con Crema Sabor a Chocolate Paquete 27g;0.85;18;Wafers y Barquillos;1;Dulcería
344;Máquina de Afeitar GILLETTE Colt II;1.69;18;Afeitado y Depilación;2;Cuidado Personal
345;Wafer Cuadrado NIK Relleno con Crema Sabor a Vainilla Paquete 27g;0.85;18;Wafers y Barquillos;1;Dulcería
346;Maquina de Afeitar GILLETTE UltraGrip Pivot;2.97;18;Afeitado y Depilación;3.5;Cuidado Personal
347;Galletas COSTA Choco Donuts Sabor a Chocolate con Leche Paquete 33g;0.85;18;Galletas;1;Dulcería
348;Pasta Dental COLGATE Triple Acción Tubo 75ml;5.93;18;Cuidado Bucal;7;Cuidado Personal
350;Pasta Dental KOLYNOS Super Blanco Tubo 60ml;2.97;18;Cuidado Bucal;3.5;Cuidado Personal
352;Pasta Dental COLGATE Herbal Tubo 90g;2.71;18;Cuidado Bucal;3.2;Cuidado Personal
353;Bizcocho CHOCMAN Relleno de Manjar Paquete 28g;0.85;18;Bizcotelas;1;Dulcería
354;Galletas COSTA Frac Clásica Bolsa 41g;0.85;18;Galletas;1;Dulcería
355;Shampoo HEAD & SHOULDERS Limpieza Renovadora Sachet 33ml;1.53;18;Cuidado del Cabello;1.8;Cuidado Personal
356;Galletas COSTA Frac Vainilla Bolsa 41g;0.85;18;Galletas;1;Dulcería
358;Galletas COSTA Frac Chocolate Bolsa 41g;0.85;18;Galletas;1;Dulcería
359;Acondicionador PANTENE 3 Minute Miracle Restauración Sachet 18 ml;0.85;18;Cuidado del Cabello;1;Cuidado Personal
360;Shampoo HEAD & SHOULDERS Crece Fuerte desde la Raiz Sachet 33ml;1.53;18;Cuidado del Cabello;1.8;Cuidado Personal
361;Galletas PICARAS Clásicas Paquete 40g;1.02;18;Galletas;1.2;Dulcería
363;Grageas de Chocolate CHIN CHIN Bolsa 16g;0.85;18;Chocolatería;1;Dulcería
365;Shampoo SEDAL Ceramidas Frasco 340ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
366;Shampoo SEDAL Rizos Definidos Frasco 340ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
367;Shampoo SEDAL Duo 2 en 1 Frasco 340ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
368;Galletas OREO Original Paquete 36g;0.85;18;Galletas;1;Dulcería
370;Caramelos HALLS Cereza Cherry Lyptus Bolsa 3g por unidad;0.21;18;Caramelos;0.25;Dulcería
371;Shampoo SEDAL Zero Caspa 2 en 1 Frasco 340ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
372;Caramelos HALLS Extra Fuerte Lyptus Bolsa 3g por unidad;0.21;18;Caramelos;0.25;Dulcería
373;Caramelos HALLS Mentol y Eucalipto Bolsa 3g por unidad;0.21;18;Caramelos;0.25;Dulcería
375;Caramelos HALLS Mora Bolsa 3g por unidad;0.21;18;Caramelos;0.25;Dulcería
376;Gomitas AMBROSOLI Frugelé por unidad;0.17;18;Gomitas;0.2;Dulcería
377;Crema para Peinar SEDAL Rizos Definidos Sachet 18ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
378;Chupetes AMBROSOLI Picolines por unidad;0.42;18;Chupetes;0.5;Dulcería
379;Crema de Tratamiento NUTRIBELA Biokeratina Sachet 27ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
383;Chupetes BON BON BUM Sabor Fresa por unidad;0.42;18;Chupetes;0.5;Dulcería
390;Crema de Tratamiento NUTRIBELA Células Madre Sachet 27ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
391;Toffee AMBROSOLI Old England Toffee por unidad;0.17;18;Otras Golosinas;0.2;Dulcería
393;Chupetes GLOBO POP Sabor Fresa por unidad;0.42;18;Chupetes;0.5;Dulcería
395;Caldo en cubitos MAGGI Sabor carne Caja 18.8g;0.85;18;Cremas y Condimentos;1;Abarrotes
396;Shampoo SEDAL Zero Caspa 2 en 1 Sachet 40ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
397;Caldo en cubitos MAGGI Sabor gallina Caja 18.8g;0.85;18;Cremas y Condimentos;1;Abarrotes
398;Jabón de Tocador PROTEX Carbón Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
400;Jabón de Tocador PROTEX Men Sport Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
401;Jabón de Tocador PROTEX Avena Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
402;Crema de Ají ALACENA Tarí Doypack 85g;3.39;18;Cremas y Condimentos;4;Abarrotes
403;Jabón de Tocador PROTEX Fresh Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
405;Mayonesa ALACENA Doypack 475g;12.29;18;Cremas y Condimentos;14.5;Abarrotes
406;Mostaza ALACENA Doypack 100g;2.97;18;Cremas y Condimentos;3.5;Abarrotes
409;Salsa de Soya KIKKO Siyau Frasco 160ml;1.53;18;Cremas y Condimentos;1.8;Abarrotes
410;Sillao AJI-NO-SILLAO Botella 150ml;1.69;18;Cremas y Condimentos;2;Abarrotes
411;Mezcla para apanar AJI-NO-MIX Apanado Bolsa 96Gr;2.12;18;Cremas y Condimentos;2.5;Abarrotes
412;Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 34Gr;0.68;18;Cremas y Condimentos;0.8;Abarrotes
413;Mezcla para apanar AJI-NO-MIX Crocante Bolsa 96Gr;2.12;18;Cremas y Condimentos;2.5;Abarrotes
415;Sal Marina EMSAL Mesa Bolsa 1Kg;1.44;18;Cremas y Condimentos;1.7;Abarrotes
416;Vinagre Tinto DEL FIRME Botella 125ml;1.27;18;Cremas y Condimentos;1.5;Abarrotes
417;Vinagre Blanco DEL FIRME Premium Botella 1L;4.07;18;Cremas y Condimentos;4.8;Abarrotes
418;Vinagre Tinto DEL FIRME Premium Botella 1L;4.07;18;Cremas y Condimentos;4.8;Abarrotes
419;Vinagre Blanco VENTURO Botella 600ml;4.24;18;Cremas y Condimentos;5;Abarrotes
420;Vinagre Tinto VENTURO Botella 600ml;4.24;18;Cremas y Condimentos;5;Abarrotes
421;Palillo SIBARITA Sachet 9.5g;0.51;18;Cremas y Condimentos;0.6;Abarrotes
422;Tuco SIBARITA Sachet 8.4g;0.51;18;Cremas y Condimentos;0.6;Abarrotes
423;Ají Panca SIBARITA Sachet 9.5g;0.51;18;Cremas y Condimentos;0.6;Abarrotes
425;Sustancia de Carne DOÑA GUSTA en Polvo Sachet 7g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
426;Sustancia de Gallina DOÑA GUSTA en Polvo Sachet 7g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
427;Orégano GRANEL Bolsa 10g;0.59;18;Cremas y Condimentos;0.7;Abarrotes
429;Canela Entera GRANEL Bolsa 5g;0.59;18;Cremas y Condimentos;0.7;Abarrotes
432;Detergente en Polvo ACE Floral Bolsa 120g;2.12;18;Detergentes;2.5;Cuidado de Ropa
434;Detergente en Polvo ARIEL Pro Cuidado Bolsa 300g;4.58;18;Detergentes;5.4;Cuidado de Ropa
435;Detergente en Polvo ACE Limpieza Completa Floral Bolsa 280g;4.15;18;Detergentes;4.9;Cuidado de Ropa
436;Detergente en Polvo ACE Limpieza Completa Bolsa 380g;5;18;Detergentes;5.9;Cuidado de Ropa
437;Detergente en Polvo ARIEL Pro Cuidado Bolsa 400g;5.93;18;Detergentes;7;Cuidado de Ropa
438;Suavizante SUAVITEL Complete Lavanda Sachet 80ml;1.27;18;Suavizantes;1.5;Cuidado de Ropa
439;Suavizante SUAVITEL Complete Fresca Primavera Sachet 80ml;1.27;18;Suavizantes;1.5;Cuidado de Ropa
441;Quitamanchas VANISH Líquido Ropa Color Sachet 100ml;1.53;18;Quitamanchas;1.8;Cuidado de Ropa
442;Quitamanchas VANISH Líquido Blanco Total Sachet 100ml;1.53;18;Quitamanchas;1.8;Cuidado de Ropa
444;Detergente en Polvo CARICIA Rosa Ropa Delicada Bolsa 100g;2.97;18;Detergentes;3.5;Cuidado de Ropa
445;Detergente en Polvo MARSELLA Pétalos Relajantes Lavanda y Rosas Bolsa 320g;3.31;18;Detergentes;3.9;Cuidado de Ropa
447;Detergente en Polvo MARSELLA Pétalos Relajantes Lavanda y Rosas Bolsa 430g;3.98;18;Detergentes;4.7;Cuidado de Ropa
448;Detergente en Polvo MARSELLA Pétalos Relajantes Lavanda y Rosas Bolsa 140g;1.53;18;Detergentes;1.8;Cuidado de Ropa
451;Jabón en Barra BOLÍVAR Floral Paquete 190g;2.97;18;Jabones de Ropa;3.5;Cuidado de Ropa
452;Jabón en Barra BOLÍVAR Limón Paquete 190g;2.97;18;Jabones de Ropa;3.5;Cuidado de Ropa
455;Jabón en Barra MARSELLA Floral Paquete 190g;2.54;18;Jabones de Ropa;3;Cuidado de Ropa
456;Café Instantáneo NESCAFÉ Tradición Sachet 7g;1.44;18;Café e Infusiones;1.7;Desayunos
457;Detergente en polvo PATITO Limón Bolsa 140g;1.27;18;Detergentes;1.5;Cuidado de Ropa
458;Café Instantáneo NESCAFÉ Kirma Sachet 8g;1.1;18;Café e Infusiones;1.3;Desayunos
459;Infusiones MC COLIN'S Manzanilla por unidad;0.13;18;Café e Infusiones;0.15;Desayunos
460;Infusiones MC COLIN'S Té Canela y Clavo por unidad;0.13;18;Café e Infusiones;0.15;Desayunos
461;Infusiones MC COLIN'S Té Puro por unidad;0.13;18;Café e Infusiones;0.15;Desayunos
462;Infusiones MC COLIN'S Anís por unidad;0.13;18;Café e Infusiones;0.15;Desayunos
463;Infusiones MC COLIN'S Hierba Luisa por unidad;0.13;18;Café e Infusiones;0.15;Desayunos
464;Cereal Bar COSTA Chips Cereal 21g;0.85;18;Cereales;1;Desayunos
465;Cereal Bar COSTA Golden Cereal 21g;0.85;18;Cereales;1;Desayunos
466;Cereal Bar COSTA Choco Cereal 21g;0.85;18;Cereales;1;Desayunos
470;Lejía CLOROX Tradicional Botella 345g / 324ml;1.36;18;Lejías;1.6;Limpieza
472;Lejía CLOROX Tradicional Botella 680g / 638ml;1.86;18;Lejías;2.2;Limpieza
474;Lavavajilla Líquido AYUDÍN Limón y Sábila Botella 280ml + Esponja;4.83;18;Lavavajillas;5.7;Limpieza
476;Esponja DKASA Multiuso 2 en 1 por unidad;1.27;18;Esponjas y Paños;1.5;Limpieza
477;Papel Higiénico SUAVE Cuidado Completo Verde Paquete 2un;2.12;18;Papel Higiénico;2.5;Limpieza
478;Papel Higiénico NOBLE Doble Hoja Paquete 2un;1.69;18;Papel Higiénico;2;Limpieza
479;Papel Higiénico NOBLE Doble Hoja Plus Paquete 4un;4.24;18;Papel Higiénico;5;Limpieza
480;Pudín ROYAL Sabor a Vainilla Bolsa 110g;3.05;18;Postres;3.6;Repostería
481;Mermelada FANNY Fresa Frasco 310g;4.66;18;Mermeladas, Mieles y Dulces;5.5;Desayunos
482;Flan ROYAL Vainilla Bolsa 80g;2.37;18;Postres;2.8;Repostería
483;Mazamorra Morada ROYAL Bolsa 140g;3.31;18;Postres;3.9;Repostería
484;Pudín ROYAL Sabor a Chocolate Bolsa 110g;3.05;18;Postres;3.6;Repostería
485;Gelatina ROYAL Sabor a Fresa Bolsa 160g;3.64;18;Gelatinas;4.3;Repostería
486;Gelatina ROYAL Sabor a Naranja Bolsa 160g;4.49;18;Gelatinas;5.3;Repostería
487;Mermelada GLORIA Fresa Vaso 290g;4.92;18;Mermeladas, Mieles y Dulces;5.8;Desayunos
488;Gelatina ROYAL Sabor a Limón Bolsa 160g;4.49;18;Gelatinas;5.3;Repostería
490;Gelatina ROYAL Sabor a Piña Bolsa 160g;4.49;18;Gelatinas;5.3;Repostería
491;Cocoa D'ONOFRIO Sachet 10g;0.85;18;Modificadores de leche;1;Desayunos
493;Gelatina UMSHA Fresa Bolsa 120g;2.71;18;Gelatinas;3.2;Repostería
495;Gelatina UMSHA Naranja Bolsa 120g;2.71;18;Gelatinas;3.2;Repostería
496;Gelatina UMSHA Piña Bolsa 120g;2.71;18;Gelatinas;3.2;Repostería
499;Fortificante Granulado MILO Activ-Go Sachet 17g;1.1;18;Modificadores de leche;1.3;Desayunos
498;Pudín UNIVERSAL Sabor a Chocolate Bolsa 100g;2.88;18;Postres;3.4;Repostería
501;Flan UNIVERSAL Sabor a Vainilla Bolsa 150g;3.9;18;Postres;4.6;Repostería
502;Mazamorra Morada UNIVERSAL Bolsa 150g;2.88;18;Postres;3.4;Repostería
504;Gelatina UNIVERSAL Sabor a Naranja 2L Bolsa 130g;3.39;18;Gelatinas;4;Repostería
505;Cebada Instantánea ECCO Sachet 12g;0.85;18;Modificadores de leche;1;Desayunos
507;Harina de Maíz PAN Blanco Precocida Bolsa 1Kg;5.93;18;Harinas y Féculas;7;Repostería
508;Harina BLANCA FLOR Preparada Bolsa 1Kg;7.2;18;Harinas y Féculas;8.5;Repostería
509;Harina BLANCA FLOR Sin Preparar Bolsa 1Kg;6.36;18;Harinas y Féculas;7.5;Repostería
510;Leche UHT LAIVE Sin Lactosa Caja 946ml;4.92;18;Leches;5.8;Lácteos y Huevos
513;Leche Condensada GLORIA Lata 393g;5.51;18;Leche Condensada;6.5;Repostería
514;Esencia de Vainilla UNIVERSAL Frasco 100ml;1.95;18;Esencias de Vainilla;2.3;Repostería
516;Fósforos INTI Caja 40un;0.25;18;Fósforos;0.3;Hogar y Ferretería
517;Leche GLORIA Sin Lactosa UHT Caja 946ml;5.34;18;Leches;6.3;Lácteos y Huevos
520;Leche GLORIA Entera UHT Caja 946ml;5.34;18;Leches;6.3;Lácteos y Huevos
521;Leche GLORIA Light UHT Caja 946ml;5.34;18;Leches;6.3;Lácteos y Huevos
522;Leche GLORIA Niños UHT Caja 946ml;5.34;18;Leches;6.3;Lácteos y Huevos
523;Leche GLORIA Entera Lata 390g;3.56;18;Leches;4.2;Lácteos y Huevos
524;Leche GLORIA Niños Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
525;Leche GLORIA Sin Lactosa Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
526;Leche GLORIA Chocolatada UHT Niños Caja 180ml;1.69;18;Leches;2;Lácteos y Huevos
527;Leche GLORIA Entera Lata 170g;2.03;18;Leches;2.4;Lácteos y Huevos
528;Leche GLORIA Light Lata 170g;2.12;18;Leches;2.5;Lácteos y Huevos
529;Leche GLORIA Niños Lata 170g;2.29;18;Leches;2.7;Lácteos y Huevos
530;Mezcla Láctea IDEAL Cremosita Lata 390g;3.39;18;Mezclas Lácteas;4;Lácteos y Huevos
532;Mezcla Láctea IDEAL Amanecer Lata 390g;2.97;18;Mezclas Lácteas;3.5;Lácteos y Huevos
533;Huevos a GRANEL por Kilo;5.08;18;Huevos;6;Lácteos y Huevos
536;Platano del MOLINO por unidad;0.34;18;Frutas;0.4;Frutas y Verduras
537;Platano FREIR por unidad;0.85;18;Frutas;1;Frutas y Verduras
540;Papa Huevo de Indio por Kg;3.39;18;Verduras;4;Frutas y Verduras
541;Papa Yungay por Kg;2.54;18;Verduras;3;Frutas y Verduras
542;Arveja por Kg;5.08;18;Verduras;6;Frutas y Verduras
544;Limón a Un;0.28;18;Verduras;0.33;Frutas y Verduras
546;Maiz Perla a GRANEL Bolsa 250g;2.12;18;Menestras;2.5;Abarrotes
547;Arveja Verde Partida a GRANEL Bolsa 250g;1.69;18;Menestras;2;Abarrotes
548;Camote Morado por Kg;2.54;18;Verduras;3;Frutas y Verduras
549;Ají Escabeche por Kg;3.56;18;Verduras;4.2;Frutas y Verduras
550;Granadilla por Kg;5.08;18;Frutas;6;Frutas y Verduras
554;Ajo Entero por Kg;15.25;18;Verduras;18;Frutas y Verduras
555;Lenteja Serrana Importada a GRANEL Bolsa 250g;2.12;18;Menestras;2.5;Abarrotes
556;Cebolla Roja por Kg;3.81;18;Verduras;4.5;Frutas y Verduras
560;Tomate por Kg;2.54;18;Verduras;3;Frutas y Verduras
561;Manzana SANTA ROSA por Kg;3.81;18;Frutas;4.5;Frutas y Verduras
563;Apio por Atado;0.42;18;Verduras;0.5;Frutas y Verduras
565;Culantro por Atado;0.42;18;Verduras;0.5;Frutas y Verduras
566;Zanahoria por Kg;2.54;18;Verduras;3;Frutas y Verduras
567;Pepinillos por Un;0.64;18;Verduras;0.75;Frutas y Verduras
568;Mandarina RIO por Kg;3.9;18;Frutas;4.6;Frutas y Verduras
569;Piqueos CHEETOS Horneados Queso Bolsa 34g;1.69;18;Maiz;2;Snacks
570;Piqueos CHEETOS Queso Picante Bolsa 34g;1.69;18;Maiz;2;Snacks
571;Piqueos CHEETOS Flamin Hot Bolsa 36g;1.69;18;Maiz;2;Snacks
572;Piqueos CHEESE TRIS Queso Bolsa 44g;1.69;18;Maiz;2;Snacks
573;Palitos de Maíz CHIZITOS Bolsa 35g;1.02;18;Maiz;1.2;Snacks
574;Palitos de Maíz CHIZITOS Fiesta Bolsa 190g;4.66;18;Maiz;5.5;Snacks
575;Piqueos SNAX Original Bolsa 55g;2.12;18;Piqueos Mixtos;2.5;Snacks
576;Piqueos SNAX Original Familiar Bolsa 225g;6.78;18;Piqueos Mixtos;8;Snacks
577;Papas LAYS Ondas Pollo a la Brasa Bolsa 41g;1.86;18;Papas;2.2;Snacks
578;Tortillas de Maíz DORITOS Queso Atrevido Bolsa 45g;1.86;18;Maiz;2.2;Snacks
579;Papas LAYS Ondas Picante Bolsa 41g;1.86;18;Papas;2.2;Snacks
580;Papas LAYS Clásicas Familiar Bolsa 150g;6.36;18;Papas;7.5;Snacks
581;Papas LAYS Clásicas Bolsa 45g;1.86;18;Papas;2.2;Snacks
582;Piqueos KARINTO Maní Engalletado Salado Bolsa 35g;1.36;18;Manís y Habas;1.6;Snacks
583;Piqueos KARINTO Maní Engalletado Salado Bolsa 100g;3.05;18;Manís y Habas;3.6;Snacks
584;Piqueos KARINTO Maní Engalletado Picante Bolsa 100g;3.05;18;Manís y Habas;3.6;Snacks
585;Piqueos TOR-TEES Clásico Bolsa 71g;1.86;18;Piqueos Mixtos;2.2;Snacks
586;Piqueos TOR-TEES Picante Bolsa 71g;1.86;18;Piqueos Mixtos;2.2;Snacks
587;LOS CUATES Twist Bolsa 38g;1.02;18;Maiz;1.2;Snacks
588;LOS CUATES Picante Bolsa 42g;1.02;18;Maiz;1.2;Snacks
589;Piqueos KARINTO Maní Salado Bolsa 35g;1.36;18;Manís y Habas;1.6;Snacks
590;Piqueos KARINTO Maní Engalletado Picante Bolsa 35g;1.36;18;Manís y Habas;1.6;Snacks
591;Piqueos CHEESE TRIS Queso Bolsa 105g;2.97;18;Maiz;3.5;Snacks
592;Papas LAYS Ondas Picante Bolsaza Bolsa 70g;3.56;18;Papas;4.2;Snacks
593;Piqueos SNAX Original Bolsaza Bolsa 105g;3.56;18;Piqueos Mixtos;4.2;Snacks
594;Tortillas de Maíz DORITOS Queso Atrevido Bolsaza Bolsa 90g;3.56;18;Maiz;4.2;Snacks
595;Tortillas de Maíz DORITOS Queso Fuego Bolsaza Bolsa 90g;3.14;18;Maiz;3.7;Snacks
596;Piqueos CHEETOS Horneados Queso Bolsaza Bolsa 90g;3.14;18;Maiz;3.7;Snacks
597;Piqueos CHEETOS Queso Picante Bolsaza Bolsa 90g;3.14;18;Maiz;3.7;Snacks
598;Papas LAYS Clásicas Bolsaza Bolsa 70g;3.56;18;Papas;4.2;Snacks
599;FLETE;4.24;18;TIENDA;5;
600;Bebida Energizante VOLT Ginseng Sin Azucar Botella 300ml;2.12;18;Energizantes;2.5;Bebidas
601;Bebida Energizante VOLT Maca Botella 300ml;2.12;18;Energizantes;2.5;Bebidas
602;Bebida PULP Durazno Caja 315ml;1.53;18;Jugos y Néctares;1.8;Bebidas
603;Gaseosa BIG COLA Botella 1.035 L;2.54;18;Gaseosas;3;Bebidas
604;Gaseosa SABOR DE ORO Botella 1.035L;2.54;18;Gaseosas;3;Bebidas
606;Bebida Rehidratante SPORADE Tropical Botella 500ml;2.12;18;Rehidratantes;2.5;Bebidas
607;Bebida Rehidratante SPORADE Mandarina Botella 500ml;2.12;18;Rehidratantes;2.5;Bebidas
608;Bebida Rehidratante SPORADE Blueberry Botella 500ml;2.12;18;Rehidratantes;2.5;Bebidas
609;Bebida CIFRUT Citrus Punch Botella 500 ml;1.27;18;Otras Bebidas;1.5;Bebidas
610;Bebida CIFRUT Fruit Punch Botella 500 ml;1.27;18;Otras Bebidas;1.5;Bebidas
611;Té Verde FREE TEA Sabor Limón Botella 450ml;2.12;18;Otras Bebidas;2.5;Bebidas
612;Café Instantáneo NESCAFÉ Tradición Sachet 15g;2.54;18;Café e Infusiones;3;Desayunos
613;Chocolate NESTLÉ Sublime Extremo Bolsa 50g;3.39;18;Chocolatería;4;Dulcería
614;Café Instantáneo NESCAFÉ Kirma Sachet 15g;1.78;18;Café e Infusiones;2.1;Desayunos
615;Chocolate NESTLÉ Sublime Almendras Bolsa 50g;3.39;18;Chocolatería;4;Dulcería
616;Shampoo HEAD & SHOULDERS Suave y Manejable 2en1 Sachet 18ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
617;IMPRESION BLANCO Y NEGRO;0.25;18;TIENDA;0.3;
618;Shampoo + Crema para Peinar PANTENE Dual Rizos Definidos 2 en 1 Sachet 18ml + 9ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
619;Shampoo HEAD & SHOULDERS Dermo Sensitive Sachet 27ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
620;Shampoo HEAD & SHOULDERS Protección caida Sachet 18ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
621;Shampoo HEAD & SHOULDERS Limpieza Renovadora Sachet 18ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
622;Gomitas TRULULU Osos Oro Sobre 90g;2.12;18;Gomitas;2.5;Dulcería
623;Gomitas TRULULU Fresitas Sobre 90g;2.12;18;Gomitas;2.5;Dulcería
624;Gomitas TRULULU Gusanos Acidos Sobre 70g;2.12;18;Gomitas;2.5;Dulcería
625;Caramelos BIG BEN Chocolate Blanco por unidad;0.08;18;Caramelos;0.1;Dulcería
626;Cigarro MARLBORO Summer Fusion por Unidad;1.27;18;Cigarros;1.5;Tabaco y Vapes
627;Cigarro MARLBORO Red Forward por Unidad;1.27;18;Cigarros;1.5;Tabaco y Vapes
628;Jabón de Tocador MONCLER Rosado Radiante Barra 110g;3.31;18;Jabones en Barra;3.9;Cuidado Personal
629;Jabón de Tocador MONCLER Azul Refrescante Barra 110g;3.31;18;Jabones en Barra;3.9;Cuidado Personal
630;Jabón de Tocador MONCLER Amarillo Energia Barra 110g;3.31;18;Jabones en Barra;3.9;Cuidado Personal
632;Piña GOLDEN por unidad;4.24;18;Frutas;5;Frutas y Verduras
635;Cuarto de Pollo CHIMÚ Pecho Fresco por Kg;9.24;18;Pollo;10.9;Carnes, Aves y Pescados
636;Choclo por Un;1.27;18;Verduras;1.5;Frutas y Verduras
637;Palta Fuerte por Un;1.53;18;Verduras;1.8;Frutas y Verduras
638;Protectores Diarios NOSOTRAS Multiestilo Paquete 15un;2.8;18;Protección Femenina;3.3;Cuidado Personal
639;Máquina de Afeitar GILLETTE Venus Suave;4.24;18;Afeitado y Depilación;5;Cuidado Personal
640;Lavavajilla Líquido AYUDÍN Limón y Sábila Botella 215ml + Esponja;4.41;18;Lavavajillas;5.2;Limpieza
641;Hepabionta Forte Cápsula;2.12;18;Salud;2.5;Cuidado Personal
642;Ungüento tópico VICK Vaporub 12g;2.71;18;Salud;3.2;Cuidado Personal
643;Toallas Higiénicas ALWAYS Cubierta Seca Día M Paquete 10un;4.07;18;Protección Femenina;4.8;Cuidado Personal
644;Pasta Dental ORAL-B 4 en 1 Tubo 50ml;3.56;18;Cuidado Bucal;4.2;Cuidado Personal
645;Pasta Dental ORAL-B Anticaries Tubo 50ml;2.63;18;Cuidado Bucal;3.1;Cuidado Personal
646;Navajas GILLETTE Super Thin Caja 5un;1.69;18;Afeitado y Depilación;2;Cuidado Personal
647;Máquina de Afeitar GILLETTE Prestobarba 3;4.24;18;Afeitado y Depilación;5;Cuidado Personal
648;Suavizante DOWNY Aroma Floral Botella 360ml;3.9;18;Suavizantes;4.6;Cuidado de Ropa
649;Suavizante DOWNY Aroma Floral Sachet 80 ml;1.1;18;Suavizantes;1.3;Cuidado de Ropa
650;Shampoo PANTENE Restauración Frasco 100ml;4.07;18;Cuidado del Cabello;4.8;Cuidado Personal
651;Shampoo PANTENE 2en1 Cuidado Clásico Frasco 100ml;4.07;18;Cuidado del Cabello;4.8;Cuidado Personal
652;Crema para Peinar PANTENE Rizos Definidos Sachet 16ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
653;Shampoo + Acondicionador PANTENE Restauración Sachet 18ml + 9ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
654;Shampoo + Acondicionador PANTENE Hidratación Extrema Sachet 18ml + 9ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
656;Chocolate BESOS DE MOZA Clásico 24g por unidad;1.27;18;Chocolatería;1.5;Dulcería
658;Chocolate NESTLE Princesa Unidad 30g;2.29;18;Chocolatería;2.7;Dulcería
659;Chocolate NESTLÉ Sublime Sonrisa Blanco Bolsa 38g;2.54;18;Chocolatería;3;Dulcería
660;Crema de Leche NESTLÉ Lata 300g;8.9;18;Cremas de Leche;10.5;Lácteos y Huevos
663;Suavizante DOWNY Aroma Lavanda Sachet 80 ml;1.1;18;Suavizantes;1.3;Cuidado de Ropa
667;Papel Higienico PARACAS Doble Hoja Gold Negro Paquete 4un;6.69;18;Papel Higiénico;7.9;Limpieza
668;Gaseosa COCA COLA Sabor Original Botella 1L - RETORNABLE;3.39;18;Gaseosas;4;Bebidas
669;Caramelos FULL Cherry Bolsa 22.5g;0.85;18;Caramelos;1;Dulcería
671;Caramelos FULL Limón Bolsa 22.5g;0.85;18;Caramelos;1;Dulcería
672;Caramelos FULL Sandía Bolsa 22.5g;0.85;18;Caramelos;1;Dulcería
673;Caramelos FULL Masticrunch Limón Bolsa 13.5g;0.42;18;Caramelos;0.5;Dulcería
674;Caramelos MENTITAS Masticrunch Bolsa 13.5g;0.42;18;Caramelos;0.5;Dulcería
675;Caramelos MENTITAS Bolsa 21g;0.85;18;Caramelos;1;Dulcería
676;Mermelada FANNY Fresa Sachet 100g;1.69;18;Mermeladas, Mieles y Dulces;2;Desayunos
677;Filete de Atún FANNY en Aceite Vegetal 140g;4.75;18;Conservas;5.6;Abarrotes
