id;name;image;is_featured;products_count;category_ids;category_names;created_at;updated_at
kHWQKBm11H3tvBBFfaBf;Arcor;;false;0;;;2025-10-25T13:08:09.022;2025-10-25T13:08:09.022
kHp8bHZY9hc53mryWfh7;Ego;;false;0;;;2025-10-25T13:08:40.903;2025-10-25T13:08:40.903
kL6NlbAfuQ8Sh0dfhebR;Budweiser;;false;0;;;2025-10-25T13:08:18.850;2025-10-25T13:08:18.850
kdaiNQrVGlYSwdUcHURs;Ayud�n;;false;0;;;2025-10-25T13:08:11.642;2025-10-25T13:08:11.642
kkRa9VhjuYfPROZ3GDO1;Powerade;;false;0;;;2025-01-11T23:35:37.950;2025-01-11T23:35:37.950
knTyxPwX9dd1XgtNUwpb;Lipton;;false;0;;;2025-10-25T13:09:04.901;2025-10-25T13:09:04.901
l20MhpyvEeAlzm17I4hJ;Razzeto;;false;0;;;2025-10-25T13:09:36.266;2025-10-25T13:09:36.266
l3QLjFY3UfymK2V9C3WN;Menestras;;false;0;;;2025-10-25T13:09:08.939;2025-10-25T13:09:08.939
lABDhc4fnZrFMoqAsFZn;Manuelita;;false;0;;;2025-10-25T01:00:33.299;2025-10-25T01:00:33.299
lQF12sUsWCYThRXRNvVl;Emsal;;false;0;;;2025-10-25T13:08:42.936;2025-10-25T13:08:42.936
lipwmO2xw82lwW7rPcQ7;El Paisita;;false;0;;;2025-10-25T13:08:41.404;2025-10-25T13:08:41.404
m0YfFdmff0eWHJlaulsy;Frio Rico;;false;0;;;2025-01-31T01:08:58.694;2025-01-31T01:08:58.694
mOiHYgUxMlk1UpE9Uy8f;Gustavo;;false;0;;;2025-10-25T13:08:52.451;2025-10-25T13:08:52.451
mTqjiwBqHiVSb4q954mD;Mentitas;;false;0;;;2025-10-25T13:09:09.940;2025-10-25T13:09:09.940
mk4qF41AkPyNcKwIV2Co;Philips;;false;0;;;2025-10-25T13:09:29.083;2025-10-25T13:09:29.083
mybsJzuMB4QVPg4WooBl;Nosotras;;false;0;;;2025-10-25T13:09:20.231;2025-10-25T13:09:20.231
